ID,Specimen,GonadTypeID,Side,IsDry,DryBox,CurateDate,EditDate,EditUser,RecordCreationDate
11313,RLF0029,1,L,N,NA,2017-03-22,2017-10-25 11:30:37.323,Susan.Chivers,NA
11314,RLF0042,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11315,RLJ0008,1,L,NA,NA,2019-06-11,2019-06-11 14:42:23.303,Kerri.Danil,NA
11316,RLJ0009,1,L,NA,NA,2019-06-11,2019-06-11 14:42:27.913,Kerri.Danil,NA
11317,RLJ0011,1,L,NA,NA,2019-06-11,2019-06-11 14:42:30.98,Kerri.Danil,NA
11318,RLJ0013,1,L,NA,NA,2019-06-11,2019-06-11 14:42:34.807,Kerri.Danil,NA
11319,RLJ0014,1,L,NA,NA,2019-06-11,2019-06-11 14:42:39.29,Kerri.Danil,NA
11320,RLJ0025,1,L,NA,NA,2019-06-11,2019-06-11 14:43:05.533,Kerri.Danil,NA
11321,RLW0003,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11322,RLW0010,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11323,RLW0018,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11324,RLW0020,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11325,RLW0021,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11326,RLW0028,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11327,RLW0030,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11328,RLW0031,1,L,N,NA,2016-12-08,2017-10-25 11:30:37.323,Susan.Chivers,NA
11329,RLW0032,1,L,N,NA,2016-12-08,2017-10-25 11:30:08.987,Susan.Chivers,NA
11330,RLW0050,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11331,RLW0052,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11332,RLW0058,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11333,RLW0059,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11334,RLW0064,1,L,N,NA,2017-01-24,2017-10-25 11:30:08.987,Susan.Chivers,NA
11335,RLW0066,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11336,RLW0068,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11337,RLW0072,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11338,RLW0075,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11339,RLW0079,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11340,RLW0088,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11341,RLW0089,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11342,RLW0092,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11343,RLW0095,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11344,RLW0096,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11345,RLW0097,1,L,N,NA,2017-01-24,2017-10-25 11:30:08.987,Susan.Chivers,NA
11346,RLW0098,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11347,RMB0002,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11348,RMB0007,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11349,RMB0012,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11350,RMB0013,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11351,RMB0014,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11352,RMB0015,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11353,RMB0017,1,L,N,NA,2017-02-16,2017-10-25 11:30:08.987,Susan.Chivers,NA
11354,RMB0019,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11355,RMB0023,1,L,NA,NA,2024-09-24,2024-09-24 11:22:04.09,Keiko.Sherman,NA
11356,RMB0113,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11358,RMB0119,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11359,RMB0120,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11360,RMB0129,1,L,NA,NA,2024-08-23,2024-08-23 15:09:46.963,Keiko.Sherman,NA
11361,RMB0132,1,L,N,NA,2017-03-06,2017-10-25 11:30:37.323,Susan.Chivers,NA
11362,RMB0139,1,L,N,NA,2017-03-06,2017-10-25 11:30:37.323,Susan.Chivers,NA
11363,RMB0140,1,L,N,NA,2017-03-06,2017-10-25 11:30:37.323,Susan.Chivers,NA
11364,RMB0141,1,L,N,NA,2017-03-06,2017-10-25 11:30:37.323,Susan.Chivers,NA
11365,RMC0004,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11366,RMI0004,1,L,N,NA,2024-08-08,2024-08-08 11:27:54.43,Keiko.Sherman,NA
11367,RMM0004,1,L,N,NA,2024-08-08,2024-08-08 11:28:06.52,Keiko.Sherman,NA
11368,RMM0011,1,L,N,NA,2024-08-08,2024-08-08 11:28:15.743,Keiko.Sherman,NA
11369,RMP0005,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11370,RMP0006,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11371,RMP0007,1,L,N,NA,2017-03-07,2017-10-25 11:30:08.987,Susan.Chivers,NA
11372,RMP0010,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11373,RMP0011,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11374,RMP0012,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11375,RMP0015,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11376,RMP0016,1,L,Y,26,2023-10-19,2023-10-19 14:09:07.62,Keiko.Sherman,NA
11377,RMP0020,1,L,N,NA,2017-03-07,2017-10-25 11:30:08.987,Susan.Chivers,NA
11378,RMP0034,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11379,RMP0035,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11380,RMP0036,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11381,RMP0043,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11382,RMP0045,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11383,RMP0046,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11384,RMP0047,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11385,RMP0048,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11386,RMP0050,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11387,RMP0052,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11388,RMP0053,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11389,RMP0054,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11390,RMP0056,1,L,N,NA,2017-03-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11391,RMP0060,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11392,RMP0061,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11393,RMP0062,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11394,RMP0063,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11395,RMP0065,1,L,N,NA,2017-06-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11396,RMP0068,1,L,N,NA,2017-06-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11397,ROM0011,1,L,NA,NA,2018-03-14,2018-03-14 11:14:38.893,Kerri.Danil,NA
11398,ROM0012,1,L,NA,NA,2018-03-14,2018-03-14 11:14:40.8,Kerri.Danil,NA
11399,ROM0016,1,L,NA,NA,2018-03-14,2018-03-14 11:14:45.76,Kerri.Danil,NA
11400,ROM0019,1,L,NA,NA,2018-03-14,2018-03-14 11:14:53.357,Kerri.Danil,NA
11401,ROM0020,1,L,NA,NA,2018-03-14,2018-03-14 11:14:57.833,Kerri.Danil,NA
11402,ROM0021,1,L,NA,NA,2018-03-14,2018-03-14 11:15:13.38,Kerri.Danil,NA
11403,ROM0022,1,L,NA,NA,2018-03-14,2018-03-14 11:17:05.167,Kerri.Danil,NA
11404,ROM0034,1,L,NA,NA,2018-03-21,2018-03-21 14:46:23.457,Kerri.Danil,NA
11405,ROM0038,1,L,NA,NA,2018-03-21,2018-03-21 14:46:25.47,Kerri.Danil,NA
11406,ROM0039,1,L,NA,NA,2018-03-21,2018-03-21 14:46:27.333,Kerri.Danil,NA
11407,ROM0041,1,L,NA,NA,2018-03-21,2018-03-21 14:46:29.357,Kerri.Danil,NA
11408,ROM0042,1,L,NA,NA,2018-03-21,2018-03-21 14:46:32.25,Kerri.Danil,NA
11409,ROM0043,1,L,NA,NA,2018-05-10,2018-05-10 09:49:49.6,Kerri.Danil,NA
11410,ROM0044,1,L,NA,NA,2018-05-10,2018-05-10 09:50:34.92,Kerri.Danil,NA
11411,ROM0046,1,L,NA,NA,2018-05-10,2018-05-10 09:50:41.37,Kerri.Danil,NA
11412,ROM0049,1,L,NA,NA,2018-05-10,2018-05-10 09:51:00.437,Kerri.Danil,NA
11413,RRJ0001,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11414,RRJ0005,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11415,RRJ0007,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11416,RRJ0008,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11417,RRJ0009,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11418,RRJ0010,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11419,RRJ0013,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11420,RRJ0014,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11421,RRJ0015,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11422,RRJ0016,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11423,RRJ0017,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11424,RRJ0018,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11425,RRJ0020,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11426,RRJ0021,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11427,RRJ0023,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11428,RRJ0026,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11429,RRJ0027,1,L,N,NA,2017-01-09,2017-10-25 11:30:37.323,Susan.Chivers,NA
11430,RRJ0032,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11431,RRJ0034,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11432,RRJ0036,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11433,RRJ0038,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11434,RRJ0041,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11435,RRJ0044,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11436,RRJ0047,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11437,RRJ0048,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11438,RRJ0051,1,L,N,NA,2017-01-24,2017-10-25 11:30:37.323,Susan.Chivers,NA
11439,RRJ0053,1,L,N,NA,2017-01-25,2017-10-25 11:30:08.987,Susan.Chivers,NA
11440,RRJ0055,1,L,N,NA,2017-01-25,2017-10-25 11:30:37.323,Susan.Chivers,NA
11441,RRJ0056,1,L,N,NA,2017-01-25,2017-10-25 11:30:08.987,Susan.Chivers,NA
11442,RRJ0057,1,L,N,NA,2017-01-25,2017-10-25 11:30:37.323,Susan.Chivers,NA
11443,RRJ0058,1,L,N,NA,2017-01-25,2017-10-25 11:30:37.323,Susan.Chivers,NA
11444,RRJ0068,1,L,N,NA,2017-01-25,2017-10-25 11:30:37.323,Susan.Chivers,NA
11445,RRJ0072,1,L,N,NA,2017-01-25,2017-10-25 11:30:37.323,Susan.Chivers,NA
11446,RSG0007,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11447,RSG0015,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11448,RSG0016,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11449,RSG0020,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11450,RSG0022,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11451,RSG0023,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11452,RSG0024,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11453,RSG0026,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11454,RSG0029,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11455,RSG0035,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11456,RSG0045,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11457,RSG0050,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11458,RSG0052,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11459,RSG0054,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11460,RSG0056,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11461,RSG0059,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11462,RSG0060,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11463,RSG0061,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11464,RSG0063,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11465,RSG0065,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11466,RSG0071,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11467,RSG0073,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11468,RSG0075,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11469,RSG0082,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11470,RSG0090,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11471,RSG0105,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11472,RSG0107,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11473,RSG0108,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11474,RSG0109,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11475,RSG0112,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11476,RSG0115,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11477,RSG0117,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11478,RSG0119,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11479,RSG0120,1,L,N,NA,2015-01-28,2017-10-25 11:30:08.987,Susan.Chivers,NA
11480,RSG0122,1,L,N,NA,2015-01-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11481,RSG0142,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11482,RSG0144,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11483,RSG0145,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11484,RSG0147,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11485,RSG0149,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11486,RSG0150,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11487,RSG0151,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11488,RSG0152,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11489,RSG0153,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11490,RSG0155,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11491,RSG0158,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11492,RSG0164,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11493,RSG0165,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11494,RSG0166,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11495,RSG0167,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11496,RSG0170,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11497,RSG0171,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11498,RSG0172,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11499,RSG0177,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11500,RSG0181,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11501,RSG0183,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11502,RSG0192,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11503,RSG0193,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11504,RSG0195,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11505,RSG0196,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11506,RSG0197,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11507,RSG0199,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11508,RSG0210,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11509,RSG0211,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11510,RSG0219,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11511,RSG0221,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11512,RSG0225,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11513,RSG0231,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11514,RSG0232,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11515,RSG0235,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11516,RSG0236,1,L,N,NA,2015-08-28,2017-10-25 11:30:37.323,Susan.Chivers,NA
11517,RSR0006,1,L,NA,NA,2019-07-01,2019-07-01 15:19:46.297,Kerri.Danil,NA
11518,RSR0007,1,L,Y,27,2023-10-19,2023-10-19 14:15:27.69,Keiko.Sherman,NA
11519,RSR0008,1,L,NA,NA,2019-07-01,2019-07-01 15:19:48.64,Kerri.Danil,NA
11520,RSR0010,1,L,NA,NA,2019-07-01,2019-07-01 15:19:50.517,Kerri.Danil,NA
11521,RSR0019,1,L,NA,NA,2019-07-01,2019-07-01 15:19:52.813,Kerri.Danil,NA
11522,RSR0020,1,L,Y,27,2023-10-19,2023-10-19 14:14:47.087,Keiko.Sherman,NA
11523,RSR0023,1,L,NA,NA,2019-07-01,2019-07-01 15:19:55.97,Kerri.Danil,NA
11524,RSR0026,1,L,NA,NA,2019-07-01,2019-07-01 15:20:08.237,Kerri.Danil,NA
11525,RSR0029,1,L,NA,NA,2019-07-01,2019-07-01 15:20:10.267,Kerri.Danil,NA
11526,RSR0038,1,L,NA,NA,2019-07-01,2019-07-01 15:20:11.763,Kerri.Danil,NA
11527,RSR0039,1,L,NA,NA,2019-07-01,2019-07-01 15:20:14.153,Kerri.Danil,NA
11528,RSR0041,1,L,NA,NA,2019-07-01,2019-07-01 15:26:56.92,Kerri.Danil,NA
11529,RSR0050,1,L,NA,NA,2019-07-08,2019-07-08 15:34:34.07,Kerri.Danil,NA
11530,RSR0051,1,L,NA,NA,2019-07-08,2019-07-08 15:34:35.953,Kerri.Danil,NA
11531,RSR0054,1,L,NA,NA,2019-07-08,2019-07-08 15:34:38.947,Kerri.Danil,NA
11532,RSR0056,1,L,NA,NA,2019-07-08,2019-07-08 15:34:39.67,Kerri.Danil,NA
11533,RSR0059,1,L,NA,NA,2019-07-08,2019-07-08 15:34:42.36,Kerri.Danil,NA
11534,RSR0061,1,L,NA,NA,2019-07-08,2019-07-08 15:34:46.113,Kerri.Danil,NA
11535,RSR0065,1,L,NA,NA,2019-07-08,2019-07-08 15:34:48.38,Kerri.Danil,NA
11536,RSR0099,1,L,NA,NA,2019-07-08,2019-07-08 15:36:33.043,Kerri.Danil,NA
11537,RSS0031,1,L,N,NA,2024-08-12,2024-08-12 14:22:19.6,Elyse.Wurster,NA
11538,RTA0003,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11539,RTA0004,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11540,RTA0005,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11541,RTA0006,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11542,RTA0018,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11543,RTA0019,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11544,RTA0020,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11545,RTA0021,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11546,RTA0027,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11547,RTA0029,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11548,RTA0031,1,L,N,NA,2017-03-29,2017-10-25 11:30:37.323,Susan.Chivers,NA
11549,RTA0032,1,L,N,NA,2017-04-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11550,RTA0033,1,L,N,NA,2017-04-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11551,RTA0034,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11552,RTA0037,1,L,N,NA,2017-04-07,2017-10-25 11:30:37.323,Susan.Chivers,NA
11553,RTA0044,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11554,RTA0045,1,L,N,NA,2017-06-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11555,RTA0048,1,L,N,NA,2017-09-21,2017-10-25 11:30:08.987,Susan.Chivers,NA
11556,RTA0049,1,L,N,NA,2017-09-21,2017-10-25 11:30:08.987,Susan.Chivers,NA
11557,RTA0050,1,L,Y,28,2023-10-31,2023-10-31 09:17:51.75,Keiko.Sherman,NA
11558,RTA0053,1,L,N,NA,2017-09-21,2017-10-25 11:30:08.987,Susan.Chivers,NA
11559,RTL0007,1,L,NA,NA,NA,2018-12-18 09:11:11.537,Kerri.Danil,NA
11560,RTL0015,1,L,NA,NA,NA,2017-10-25 11:30:37.323,Susan.Chivers,NA
11561,RTM0002,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11562,RTM0003,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11563,RTM0005,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11564,RTM0006,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11565,RTM0031,1,L,N,NA,2017-02-16,2017-10-25 11:30:37.323,Susan.Chivers,NA
11566,RTM0036,1,L,N,NA,2017-03-06,2017-10-25 11:30:08.987,Susan.Chivers,NA
11567,RWB0005,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11568,RWB0007,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11569,RWB0008,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11570,RWB0010,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11571,RWB0012,1,L,N,NA,2016-07-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11572,RWB0015,1,L,N,NA,2016-07-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11573,RWB0019,1,L,N,NA,2016-07-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11574,RWB0020,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11575,RWB0039,1,L,N,NA,2016-07-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11576,RWB0045,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11577,RWB0054,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11578,RWB0057,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
11579,RWB0058,1,L,N,NA,2016-07-20,2017-10-25 11:30:08.987,Susan.Chivers,NA
11580,RWB0063,1,L,N,NA,2016-07-20,2017-10-25 11:30:37.323,Susan.Chivers,NA
