ID,Specimen,CollectionID,AccessionNumber,EditDate,EditUser,RecordCreationDate
303,CWO0668,1,487823,2017-11-07 13:56:21.113,NA,2017-11-07 13:56:21.113
304,CWO0667,1,487822,2017-11-07 13:56:21.34,NA,2017-11-07 13:56:21.34
305,CWO0665,1,487821,2017-11-07 13:56:21.56,NA,2017-11-07 13:56:21.56
306,CWO0651,1,487809,2017-11-07 13:56:21.783,NA,2017-11-07 13:56:21.783
307,CWO0663,1,487819,2017-11-07 13:56:22.007,NA,2017-11-07 13:56:22.007
308,CWO0671,1,487826,2017-11-07 13:56:22.227,NA,2017-11-07 13:56:22.227
309,CWO0661,1,487817,2017-11-07 13:56:22.46,NA,2017-11-07 13:56:22.46
310,CWO0660,1,487816,2017-11-07 13:56:22.68,NA,2017-11-07 13:56:22.68
311,CWO0658,1,487815,2017-11-07 13:56:22.903,NA,2017-11-07 13:56:22.903
312,CWO0657,1,487814,2017-11-07 13:56:23.14,NA,2017-11-07 13:56:23.14
313,CWO0656,1,487813,2017-11-07 13:56:23.357,NA,2017-11-07 13:56:23.357
314,CWO0655,1,487812,2017-11-07 13:56:23.577,NA,2017-11-07 13:56:23.577
315,CWO0664,1,487820,2017-11-07 13:56:23.8,NA,2017-11-07 13:56:23.8
316,JWP0160,1,500136,2017-11-07 13:56:24.023,NA,2017-11-07 13:56:24.023
317,DBZ0230,1,500093,2017-11-07 13:56:24.247,NA,2017-11-07 13:56:24.247
318,DBZ0231,1,500094,2017-11-07 13:56:24.467,NA,2017-11-07 13:56:24.467
319,DBZ0232,1,500095,2017-11-07 13:56:24.693,NA,2017-11-07 13:56:24.693
320,DBZ0233,1,500096,2017-11-07 13:56:24.913,NA,2017-11-07 13:56:24.913
321,DBZ0235,1,500097,2017-11-07 13:56:25.147,NA,2017-11-07 13:56:25.147
322,DBZ0281,1,500099,2017-11-07 13:56:25.37,NA,2017-11-07 13:56:25.37
323,DBZ0282,1,500100,2017-11-07 13:56:25.603,NA,2017-11-07 13:56:25.603
324,JAY0217,1,500116,2017-11-07 13:56:25.823,NA,2017-11-07 13:56:25.823
325,JAY0218,1,500117,2017-11-07 13:56:26.047,NA,2017-11-07 13:56:26.047
326,JWP0127,1,500129,2017-11-07 13:56:26.29,NA,2017-11-07 13:56:26.29
327,JWP0128,1,500130,2017-11-07 13:56:26.52,NA,2017-11-07 13:56:26.52
328,JWP0129,1,500131,2017-11-07 13:56:26.743,NA,2017-11-07 13:56:26.743
329,JWP0157,1,500133,2017-11-07 13:56:26.967,NA,2017-11-07 13:56:26.967
330,DBH0162,1,500049,2017-11-07 13:56:27.19,NA,2017-11-07 13:56:27.19
331,JWP0166,1,500142,2017-11-07 13:56:27.42,NA,2017-11-07 13:56:27.42
332,JWP0173,1,500149,2017-11-07 13:56:27.643,NA,2017-11-07 13:56:27.643
333,JWP0172,1,500148,2017-11-07 13:56:27.867,NA,2017-11-07 13:56:27.867
334,JWP0171,1,500147,2017-11-07 13:56:28.103,NA,2017-11-07 13:56:28.103
335,JWP0170,1,500146,2017-11-07 13:56:28.33,NA,2017-11-07 13:56:28.33
336,JWP0169,1,500145,2017-11-07 13:56:28.547,NA,2017-11-07 13:56:28.547
337,JWP0158,1,500134,2017-11-07 13:56:28.773,NA,2017-11-07 13:56:28.773
338,JWP0167,1,500143,2017-11-07 13:56:29.053,NA,2017-11-07 13:56:29.053
339,JWP0159,1,500135,2017-11-07 13:56:29.287,NA,2017-11-07 13:56:29.287
340,JWP0165,1,500141,2017-11-07 13:56:29.51,NA,2017-11-07 13:56:29.51
341,JWP0164,1,500140,2017-11-07 13:56:29.73,NA,2017-11-07 13:56:29.73
342,JWP0163,1,500139,2017-11-07 13:56:29.957,NA,2017-11-07 13:56:29.957
343,JWP0162,1,500138,2017-11-07 13:56:30.18,NA,2017-11-07 13:56:30.18
344,JWP0161,1,500137,2017-11-07 13:56:30.43,NA,2017-11-07 13:56:30.43
345,DBZ0172,1,500090,2017-11-07 13:56:30.657,NA,2017-11-07 13:56:30.657
346,JWP0168,1,500144,2017-11-07 13:56:30.883,NA,2017-11-07 13:56:30.883
347,DBZ0148,1,500067,2017-11-07 13:56:31.107,NA,2017-11-07 13:56:31.107
348,DBZ0175,1,500092,2017-11-07 13:56:31.333,NA,2017-11-07 13:56:31.333
349,DBZ0154,1,500073,2017-11-07 13:56:31.557,NA,2017-11-07 13:56:31.557
350,DBZ0153,1,500072,2017-11-07 13:56:31.783,NA,2017-11-07 13:56:31.783
351,DBZ0152,1,500071,2017-11-07 13:56:32.11,NA,2017-11-07 13:56:32.11
352,DBZ0151,1,500070,2017-11-07 13:56:32.333,NA,2017-11-07 13:56:32.333
353,DBZ0157,1,500075,2017-11-07 13:56:32.553,NA,2017-11-07 13:56:32.553
354,DBZ0149,1,500068,2017-11-07 13:56:32.78,NA,2017-11-07 13:56:32.78
355,DBZ0158,1,500076,2017-11-07 13:56:33.003,NA,2017-11-07 13:56:33.003
356,DBZ0147,1,500066,2017-11-07 13:56:33.233,NA,2017-11-07 13:56:33.233
357,DBZ0146,1,500065,2017-11-07 13:56:33.457,NA,2017-11-07 13:56:33.457
358,DBZ0145,1,500064,2017-11-07 13:56:33.68,NA,2017-11-07 13:56:33.68
359,DBZ0144,1,500063,2017-11-07 13:56:33.89,NA,2017-11-07 13:56:33.89
360,DBZ0143,1,500062,2017-11-07 13:56:34.11,NA,2017-11-07 13:56:34.11
361,DBZ0142,1,500061,2017-11-07 13:56:34.333,NA,2017-11-07 13:56:34.333
362,DBZ0150,1,500069,2017-11-07 13:56:34.56,NA,2017-11-07 13:56:34.56
363,DBZ0165,1,500083,2017-11-07 13:56:34.85,NA,2017-11-07 13:56:34.85
364,CWO0605,1,487772,2017-11-07 13:56:35.073,NA,2017-11-07 13:56:35.073
365,DBZ0171,1,500089,2017-11-07 13:56:35.3,NA,2017-11-07 13:56:35.3
366,DBZ0170,1,500088,2017-11-07 13:56:35.52,NA,2017-11-07 13:56:35.52
367,DBZ0169,1,500087,2017-11-07 13:56:35.753,NA,2017-11-07 13:56:35.753
368,DBZ0168,1,500086,2017-11-07 13:56:35.983,NA,2017-11-07 13:56:35.983
369,DBZ0155,1,500074,2017-11-07 13:56:36.21,NA,2017-11-07 13:56:36.21
370,DBZ0166,1,500084,2017-11-07 13:56:36.433,NA,2017-11-07 13:56:36.433
371,DBZ0174,1,500091,2017-11-07 13:56:36.657,NA,2017-11-07 13:56:36.657
372,DBZ0164,1,500082,2017-11-07 13:56:36.89,NA,2017-11-07 13:56:36.89
373,DBZ0163,1,500081,2017-11-07 13:56:37.097,NA,2017-11-07 13:56:37.097
374,DBZ0162,1,500080,2017-11-07 13:56:37.323,NA,2017-11-07 13:56:37.323
375,DBZ0161,1,500079,2017-11-07 13:56:37.547,NA,2017-11-07 13:56:37.547
376,DBZ0160,1,500078,2017-11-07 13:56:37.77,NA,2017-11-07 13:56:37.77
377,DBZ0159,1,500077,2017-11-07 13:56:38.01,NA,2017-11-07 13:56:38.01
378,DBZ0167,1,500085,2017-11-07 13:56:38.233,NA,2017-11-07 13:56:38.233
379,REL0142,1,500320,2017-11-07 13:56:38.46,NA,2017-11-07 13:56:38.46
380,REL0062,1,500305,2017-11-07 13:56:38.68,NA,2017-11-07 13:56:38.68
381,REL0063,1,500306,2017-11-07 13:56:38.903,NA,2017-11-07 13:56:38.903
382,REL0064,1,500307,2017-11-07 13:56:39.127,NA,2017-11-07 13:56:39.127
383,REL0065,1,500308,2017-11-07 13:56:39.35,NA,2017-11-07 13:56:39.35
384,REL0066,1,500309,2017-11-07 13:56:39.57,NA,2017-11-07 13:56:39.57
385,REL0067,1,500310,2017-11-07 13:56:39.793,NA,2017-11-07 13:56:39.793
386,REL0068,1,500311,2017-11-07 13:56:40.017,NA,2017-11-07 13:56:40.017
387,REL0069,1,500312,2017-11-07 13:56:40.23,NA,2017-11-07 13:56:40.23
388,REL0070,1,500313,2017-11-07 13:56:40.45,NA,2017-11-07 13:56:40.45
389,REL0136,1,500314,2017-11-07 13:56:40.67,NA,2017-11-07 13:56:40.67
390,REL0137,1,500315,2017-11-07 13:56:40.893,NA,2017-11-07 13:56:40.893
391,REL0138,1,500316,2017-11-07 13:56:41.123,NA,2017-11-07 13:56:41.123
392,REL0139,1,500317,2017-11-07 13:56:41.347,NA,2017-11-07 13:56:41.347
393,CWO0607,1,487774,2017-11-07 13:56:41.567,NA,2017-11-07 13:56:41.567
394,REL0148,1,500326,2017-11-07 13:56:41.79,NA,2017-11-07 13:56:41.79
395,REL0155,1,500333,2017-11-07 13:56:42.027,NA,2017-11-07 13:56:42.027
396,REL0154,1,500332,2017-11-07 13:56:42.24,NA,2017-11-07 13:56:42.24
397,REL0153,1,500331,2017-11-07 13:56:42.463,NA,2017-11-07 13:56:42.463
398,REL0152,1,500330,2017-11-07 13:56:42.683,NA,2017-11-07 13:56:42.683
399,REL0151,1,500329,2017-11-07 13:56:42.907,NA,2017-11-07 13:56:42.907
400,REL0140,1,500318,2017-11-07 13:56:43.163,NA,2017-11-07 13:56:43.163
401,REL0149,1,500327,2017-11-07 13:56:43.477,NA,2017-11-07 13:56:43.477
402,REL0141,1,500319,2017-11-07 13:56:43.707,NA,2017-11-07 13:56:43.707
403,REL0147,1,500325,2017-11-07 13:56:43.927,NA,2017-11-07 13:56:43.927
404,REL0146,1,500324,2017-11-07 13:56:44.15,NA,2017-11-07 13:56:44.15
405,REL0145,1,500323,2017-11-07 13:56:44.367,NA,2017-11-07 13:56:44.367
406,REL0144,1,500322,2017-11-07 13:56:44.587,NA,2017-11-07 13:56:44.587
407,REL0143,1,500321,2017-11-07 13:56:44.84,NA,2017-11-07 13:56:44.84
408,REL0059,1,500302,2017-11-07 13:56:45.063,NA,2017-11-07 13:56:45.063
409,REL0150,1,500328,2017-11-07 13:56:45.31,NA,2017-11-07 13:56:45.31
410,REL0034,1,500277,2017-11-07 13:56:45.533,NA,2017-11-07 13:56:45.533
411,REL0061,1,500304,2017-11-07 13:56:45.757,NA,2017-11-07 13:56:45.757
412,REL0040,1,500283,2017-11-07 13:56:45.98,NA,2017-11-07 13:56:45.98
413,REL0039,1,500282,2017-11-07 13:56:46.2,NA,2017-11-07 13:56:46.2
414,REL0038,1,500281,2017-11-07 13:56:46.42,NA,2017-11-07 13:56:46.42
415,REL0037,1,500280,2017-11-07 13:56:46.64,NA,2017-11-07 13:56:46.64
416,REL0042,1,500285,2017-11-07 13:56:46.867,NA,2017-11-07 13:56:46.867
417,REL0035,1,500278,2017-11-07 13:56:47.1,NA,2017-11-07 13:56:47.1
418,REL0043,1,500286,2017-11-07 13:56:47.323,NA,2017-11-07 13:56:47.323
419,REL0033,1,500276,2017-11-07 13:56:47.54,NA,2017-11-07 13:56:47.54
420,REL0007,1,500275,2017-11-07 13:56:47.763,NA,2017-11-07 13:56:47.763
421,RJO0383,1,500170,2017-11-07 13:56:47.99,NA,2017-11-07 13:56:47.99
422,RJO0382,1,500169,2017-11-07 13:56:48.21,NA,2017-11-07 13:56:48.21
423,RJO0381,1,500168,2017-11-07 13:56:48.437,NA,2017-11-07 13:56:48.437
424,CV 0048,1,395264,2017-11-07 13:56:48.657,NA,2017-11-07 13:56:48.657
425,REL0036,1,500279,2017-11-07 13:56:48.89,NA,2017-11-07 13:56:48.89
426,REL0051,1,500294,2017-11-07 13:56:49.113,NA,2017-11-07 13:56:49.113
427,REL0159,1,500336,2017-11-07 13:56:49.337,NA,2017-11-07 13:56:49.337
428,REL0058,1,500301,2017-11-07 13:56:49.563,NA,2017-11-07 13:56:49.563
429,REL0057,1,500300,2017-11-07 13:56:49.787,NA,2017-11-07 13:56:49.787
430,REL0056,1,500299,2017-11-07 13:56:50.007,NA,2017-11-07 13:56:50.007
431,REL0055,1,500298,2017-11-07 13:56:50.227,NA,2017-11-07 13:56:50.227
432,REL0041,1,500284,2017-11-07 13:56:50.447,NA,2017-11-07 13:56:50.447
433,REL0053,1,500296,2017-11-07 13:56:50.66,NA,2017-11-07 13:56:50.66
434,REL0060,1,500303,2017-11-07 13:56:50.88,NA,2017-11-07 13:56:50.88
435,REL0049,1,500292,2017-11-07 13:56:51.1,NA,2017-11-07 13:56:51.1
436,REL0048,1,500291,2017-11-07 13:56:51.323,NA,2017-11-07 13:56:51.323
437,REL0047,1,500290,2017-11-07 13:56:51.543,NA,2017-11-07 13:56:51.543
438,REL0046,1,500289,2017-11-07 13:56:51.763,NA,2017-11-07 13:56:51.763
439,REL0045,1,500288,2017-11-07 13:56:51.987,NA,2017-11-07 13:56:51.987
440,REL0044,1,500287,2017-11-07 13:56:52.207,NA,2017-11-07 13:56:52.207
441,REL0054,1,500297,2017-11-07 13:56:52.43,NA,2017-11-07 13:56:52.43
442,JMC0203,1,482785,2017-11-07 13:56:52.65,NA,2017-11-07 13:56:52.65
443,CWO0328,1,487285,2017-11-07 13:56:52.87,NA,2017-11-07 13:56:52.87
444,JMC0209,1,482791,2017-11-07 13:56:53.093,NA,2017-11-07 13:56:53.093
445,JMC0208,1,482790,2017-11-07 13:56:53.313,NA,2017-11-07 13:56:53.313
446,JMC0207,1,482789,2017-11-07 13:56:53.543,NA,2017-11-07 13:56:53.543
447,JMC0206,1,482788,2017-11-07 13:56:53.777,NA,2017-11-07 13:56:53.777
448,JMC0211,1,482793,2017-11-07 13:56:54.01,NA,2017-11-07 13:56:54.01
449,JMC0204,1,482786,2017-11-07 13:56:54.233,NA,2017-11-07 13:56:54.233
450,JMC0212,1,482794,2017-11-07 13:56:54.453,NA,2017-11-07 13:56:54.453
451,JMC0202,1,482784,2017-11-07 13:56:54.763,NA,2017-11-07 13:56:54.763
452,JMC0201,1,482783,2017-11-07 13:56:54.983,NA,2017-11-07 13:56:54.983
453,JMC0200,1,482782,2017-11-07 13:56:55.21,NA,2017-11-07 13:56:55.21
454,JMC0199,1,482781,2017-11-07 13:56:55.43,NA,2017-11-07 13:56:55.43
455,JMC0198,1,482780,2017-11-07 13:56:55.657,NA,2017-11-07 13:56:55.657
456,REL0156,1,500334,2017-11-07 13:56:55.877,NA,2017-11-07 13:56:55.877
457,JMC0205,1,482787,2017-11-07 13:56:56.1,NA,2017-11-07 13:56:56.1
458,JMC0219,1,482801,2017-11-07 13:56:56.32,NA,2017-11-07 13:56:56.32
459,CV 0050,1,395265,2017-11-07 13:56:56.55,NA,2017-11-07 13:56:56.55
460,CWO0604,1,487771,2017-11-07 13:56:56.773,NA,2017-11-07 13:56:56.773
461,CWO0603,1,487770,2017-11-07 13:56:57.047,NA,2017-11-07 13:56:57.047
462,CWO0602,1,487769,2017-11-07 13:56:57.267,NA,2017-11-07 13:56:57.267
463,CWO0601,1,487768,2017-11-07 13:56:57.49,NA,2017-11-07 13:56:57.49
464,JMC0210,1,482792,2017-11-07 13:56:57.71,NA,2017-11-07 13:56:57.71
465,CWO0599,1,487766,2017-11-07 13:56:57.95,NA,2017-11-07 13:56:57.95
466,JMC0279,1,487431,2017-11-07 13:56:58.173,NA,2017-11-07 13:56:58.173
467,JMC0218,1,482800,2017-11-07 13:56:58.393,NA,2017-11-07 13:56:58.393
468,JMC0217,1,482799,2017-11-07 13:56:58.62,NA,2017-11-07 13:56:58.62
469,JMC0216,1,482798,2017-11-07 13:56:58.847,NA,2017-11-07 13:56:58.847
470,JMC0215,1,482797,2017-11-07 13:56:59.067,NA,2017-11-07 13:56:59.067
471,JMC0214,1,482796,2017-11-07 13:56:59.293,NA,2017-11-07 13:56:59.293
472,JMC0213,1,482795,2017-11-07 13:56:59.513,NA,2017-11-07 13:56:59.513
473,CWO0600,1,487767,2017-11-07 13:56:59.747,NA,2017-11-07 13:56:59.747
474,REL0165,1,500342,2017-11-07 13:56:59.973,NA,2017-11-07 13:56:59.973
475,JMC0197,1,482779,2017-11-07 13:57:00.193,NA,2017-11-07 13:57:00.193
476,REL0171,1,500348,2017-11-07 13:57:00.42,NA,2017-11-07 13:57:00.42
477,REL0170,1,500347,2017-11-07 13:57:00.64,NA,2017-11-07 13:57:00.64
478,REL0169,1,500346,2017-11-07 13:57:00.863,NA,2017-11-07 13:57:00.863
479,REL0168,1,500345,2017-11-07 13:57:01.073,NA,2017-11-07 13:57:01.073
480,REL0173,1,500350,2017-11-07 13:57:01.297,NA,2017-11-07 13:57:01.297
481,REL0166,1,500343,2017-11-07 13:57:01.557,NA,2017-11-07 13:57:01.557
482,REL0174,1,500351,2017-11-07 13:57:01.78,NA,2017-11-07 13:57:01.78
483,REL0164,1,500341,2017-11-07 13:57:02.017,NA,2017-11-07 13:57:02.017
484,REL0163,1,500340,2017-11-07 13:57:02.24,NA,2017-11-07 13:57:02.24
485,REL0162,1,500339,2017-11-07 13:57:02.463,NA,2017-11-07 13:57:02.463
486,REL0161,1,500338,2017-11-07 13:57:02.683,NA,2017-11-07 13:57:02.683
487,REL0160,1,500337,2017-11-07 13:57:02.903,NA,2017-11-07 13:57:02.903
488,CWO0606,1,487773,2017-11-07 13:57:03.147,NA,2017-11-07 13:57:03.147
489,REL0167,1,500344,2017-11-07 13:57:03.37,NA,2017-11-07 13:57:03.37
490,TBS0143,1,504821,2017-11-07 13:57:03.593,NA,2017-11-07 13:57:03.593
491,JHT0303,1,550022,2017-11-07 13:57:03.817,NA,2017-11-07 13:57:03.817
492,LGP0151,1,504411,2017-11-07 13:57:04.04,NA,2017-11-07 13:57:04.04
493,LGP0150,1,504410,2017-11-07 13:57:04.263,NA,2017-11-07 13:57:04.263
494,WFP0300,1,500845,2017-11-07 13:57:04.5,NA,2017-11-07 13:57:04.5
495,LR 0003,1,396079,2017-11-07 13:57:04.72,NA,2017-11-07 13:57:04.72
496,REL0172,1,500349,2017-11-07 13:57:04.94,NA,2017-11-07 13:57:04.94
497,WFP0507,1,504843,2017-11-07 13:57:05.163,NA,2017-11-07 13:57:05.163
498,REL0158,1,500335,2017-11-07 13:57:05.383,NA,2017-11-07 13:57:05.383
499,TBS0141,1,504820,2017-11-07 13:57:05.61,NA,2017-11-07 13:57:05.61
500,GMT0055,1,504282,2017-11-07 13:57:05.833,NA,2017-11-07 13:57:05.833
501,DBZ0234,1,502374,2017-11-07 13:57:06.103,NA,2017-11-07 13:57:06.103
502,DBZ0173,1,502373,2017-11-07 13:57:06.327,NA,2017-11-07 13:57:06.327
503,REL0176,1,500353,2017-11-07 13:57:06.547,NA,2017-11-07 13:57:06.547
504,REL0175,1,500352,2017-11-07 13:57:06.763,NA,2017-11-07 13:57:06.763
505,RWB0033,1,504409,2017-11-07 13:57:06.983,NA,2017-11-07 13:57:06.983
506,WFP0269,1,500842,2017-11-07 13:57:07.2,NA,2017-11-07 13:57:07.2
507,TBS0351,1,504356,2017-11-07 13:57:07.42,NA,2017-11-07 13:57:07.42
508,WFP0199,1,550334,2017-11-07 13:57:07.64,NA,2017-11-07 13:57:07.64
509,WFP0200,1,550335,2017-11-07 13:57:07.867,NA,2017-11-07 13:57:07.867
510,WFP0201,1,550336,2017-11-07 13:57:08.09,NA,2017-11-07 13:57:08.09
511,WFP0202,1,550337,2017-11-07 13:57:08.317,NA,2017-11-07 13:57:08.317
512,WFP0204,1,550339,2017-11-07 13:57:08.54,NA,2017-11-07 13:57:08.54
513,WFP0205,1,550340,2017-11-07 13:57:08.763,NA,2017-11-07 13:57:08.763
514,WFP0229,1,550341,2017-11-07 13:57:08.983,NA,2017-11-07 13:57:08.983
515,WFP0206,1,550380,2017-11-07 13:57:09.213,NA,2017-11-07 13:57:09.213
516,KDS0257,1,500836,2017-11-07 13:57:09.433,NA,2017-11-07 13:57:09.433
517,KDS0267,1,500837,2017-11-07 13:57:09.657,NA,2017-11-07 13:57:09.657
518,KDS0260,1,500838,2017-11-07 13:57:09.88,NA,2017-11-07 13:57:09.88
519,WFP0064,1,550331,2017-11-07 13:57:10.103,NA,2017-11-07 13:57:10.103
520,WFP0268,1,500841,2017-11-07 13:57:10.37,NA,2017-11-07 13:57:10.37
521,WFP0203,1,550215,2017-11-07 13:57:10.593,NA,2017-11-07 13:57:10.593
522,KDS0259,1,500848,2017-11-07 13:57:10.817,NA,2017-11-07 13:57:10.817
523,KDS0261,1,500852,2017-11-07 13:57:11.04,NA,2017-11-07 13:57:11.04
524,KDS0262,1,500853,2017-11-07 13:57:11.257,NA,2017-11-07 13:57:11.257
525,CMF0063,1,504115,2017-11-07 13:57:11.477,NA,2017-11-07 13:57:11.477
526,CMF0064,1,504116,2017-11-07 13:57:11.703,NA,2017-11-07 13:57:11.703
527,TMD0323,1,504225,2017-11-07 13:57:11.94,NA,2017-11-07 13:57:11.94
528,TMD0324,1,504226,2017-11-07 13:57:12.163,NA,2017-11-07 13:57:12.163
529,TBS0066,1,504227,2017-11-07 13:57:12.393,NA,2017-11-07 13:57:12.393
530,TBS0068,1,504228,2017-11-07 13:57:12.62,NA,2017-11-07 13:57:12.62
531,TBS0064,1,504229,2017-11-07 13:57:12.84,NA,2017-11-07 13:57:12.84
532,TBS0065,1,504230,2017-11-07 13:57:13.063,NA,2017-11-07 13:57:13.063
533,TBS0070,1,504354,2017-11-07 13:57:13.297,NA,2017-11-07 13:57:13.297
534,TBS0342,1,504830,2017-11-07 13:57:13.513,NA,2017-11-07 13:57:13.513
535,WFP0270,1,500839,2017-11-07 13:57:13.75,NA,2017-11-07 13:57:13.75
536,HDM0194,1,504787,2017-11-07 13:57:13.97,NA,2017-11-07 13:57:13.97
537,RJO0001,1,502363,2017-11-07 13:57:14.19,NA,2017-11-07 13:57:14.19
538,JMC0372,1,502364,2017-11-07 13:57:14.433,NA,2017-11-07 13:57:14.433
539,JMC0589,1,502365,2017-11-07 13:57:14.657,NA,2017-11-07 13:57:14.657
540,CWO0190,1,502367,2017-11-07 13:57:14.893,NA,2017-11-07 13:57:14.893
541,CWO0191,1,502368,2017-11-07 13:57:15.117,NA,2017-11-07 13:57:15.117
542,CWO0192,1,502369,2017-11-07 13:57:15.35,NA,2017-11-07 13:57:15.35
543,CWO0193,1,502370,2017-11-07 13:57:15.56,NA,2017-11-07 13:57:15.56
544,CWO0195,1,502371,2017-11-07 13:57:15.783,NA,2017-11-07 13:57:15.783
545,CWO0203,1,502372,2017-11-07 13:57:16.013,NA,2017-11-07 13:57:16.013
546,JMC0220,1,504274,2017-11-07 13:57:16.237,NA,2017-11-07 13:57:16.237
547,DBH0833,1,504351,2017-11-07 13:57:16.46,NA,2017-11-07 13:57:16.46
548,DBH0832,1,504352,2017-11-07 13:57:16.69,NA,2017-11-07 13:57:16.69
549,WFP0197,1,550333,2017-11-07 13:57:16.91,NA,2017-11-07 13:57:16.91
550,HDM0191,1,504786,2017-11-07 13:57:17.15,NA,2017-11-07 13:57:17.15
551,RSG0254,1,504357,2017-11-07 13:57:17.37,NA,2017-11-07 13:57:17.37
552,JSL0088,1,504798,2017-11-07 13:57:17.59,NA,2017-11-07 13:57:17.59
553,JSL0089,1,504799,2017-11-07 13:57:17.827,NA,2017-11-07 13:57:17.827
554,JSL0091,1,504800,2017-11-07 13:57:18.077,NA,2017-11-07 13:57:18.077
555,JSL0093,1,504801,2017-11-07 13:57:18.297,NA,2017-11-07 13:57:18.297
556,JSL0094,1,504802,2017-11-07 13:57:18.52,NA,2017-11-07 13:57:18.52
557,JSL0095,1,504803,2017-11-07 13:57:18.737,NA,2017-11-07 13:57:18.737
558,JSL0096,1,504804,2017-11-07 13:57:18.96,NA,2017-11-07 13:57:18.96
559,MSL0096,1,504809,2017-11-07 13:57:19.177,NA,2017-11-07 13:57:19.177
560,MSL0097,1,504810,2017-11-07 13:57:19.397,NA,2017-11-07 13:57:19.397
561,WFP0619,1,504847,2017-11-07 13:57:19.617,NA,2017-11-07 13:57:19.617
562,WFP0063,1,504946,2017-11-07 13:57:19.837,NA,2017-11-07 13:57:19.837
563,WFP0196,1,504970,2017-11-07 13:57:20.06,NA,2017-11-07 13:57:20.06
564,WFP0198,1,550214,2017-11-07 13:57:20.293,NA,2017-11-07 13:57:20.293
565,HDM0172,1,504785,2017-11-07 13:57:20.513,NA,2017-11-07 13:57:20.513
566,PLR0001,1,504812,2017-11-07 13:57:20.747,NA,2017-11-07 13:57:20.747
567,TBS0350,1,504355,2017-11-07 13:57:20.967,NA,2017-11-07 13:57:20.967
568,CCM0046,1,504773,2017-11-07 13:57:21.187,NA,2017-11-07 13:57:21.187
569,CCM0048,1,504774,2017-11-07 13:57:21.41,NA,2017-11-07 13:57:21.41
570,CCM0101,1,504775,2017-11-07 13:57:21.627,NA,2017-11-07 13:57:21.627
571,CCM0102,1,504776,2017-11-07 13:57:21.85,NA,2017-11-07 13:57:21.85
572,CCM0103,1,504777,2017-11-07 13:57:22.073,NA,2017-11-07 13:57:22.073
573,CCM0104,1,504778,2017-11-07 13:57:22.3,NA,2017-11-07 13:57:22.3
574,CMF0056,1,504779,2017-11-07 13:57:22.52,NA,2017-11-07 13:57:22.52
575,CMF0062,1,504780,2017-11-07 13:57:22.75,NA,2017-11-07 13:57:22.75
576,GLF0049,1,504784,2017-11-07 13:57:22.973,NA,2017-11-07 13:57:22.973
577,JAY0227,1,504794,2017-11-07 13:57:23.193,NA,2017-11-07 13:57:23.193
578,KDS0258,1,504805,2017-11-07 13:57:23.423,NA,2017-11-07 13:57:23.423
579,MSM0004,1,504523,2017-11-07 13:57:23.647,NA,2017-11-07 13:57:23.647
580,MSM0003,1,504811,2017-11-07 13:57:23.88,NA,2017-11-07 13:57:23.88
581,MSM0002,1,504522,2017-11-07 13:57:24.1,NA,2017-11-07 13:57:24.1
582,RKF0098,1,504815,2017-11-07 13:57:24.32,NA,2017-11-07 13:57:24.32
583,RKF0099,1,504816,2017-11-07 13:57:24.543,NA,2017-11-07 13:57:24.543
584,RKF0100,1,504817,2017-11-07 13:57:24.76,NA,2017-11-07 13:57:24.76
585,RWB0030,1,504818,2017-11-07 13:57:24.983,NA,2017-11-07 13:57:24.983
586,TBS0069,1,504819,2017-11-07 13:57:25.203,NA,2017-11-07 13:57:25.203
587,TBS0334,1,504822,2017-11-07 13:57:25.427,NA,2017-11-07 13:57:25.427
588,TBS0335,1,504823,2017-11-07 13:57:25.647,NA,2017-11-07 13:57:25.647
589,TBS0336,1,504824,2017-11-07 13:57:25.87,NA,2017-11-07 13:57:25.87
590,TBS0337,1,504825,2017-11-07 13:57:26.097,NA,2017-11-07 13:57:26.097
591,TBS0338,1,504826,2017-11-07 13:57:26.32,NA,2017-11-07 13:57:26.32
592,TBS0339,1,504827,2017-11-07 13:57:26.543,NA,2017-11-07 13:57:26.543
593,TBS0340,1,504828,2017-11-07 13:57:26.763,NA,2017-11-07 13:57:26.763
594,CWO0634,1,487792,2017-11-07 13:57:26.993,NA,2017-11-07 13:57:26.993
595,LGP0180,1,504806,2017-11-07 13:57:27.227,NA,2017-11-07 13:57:27.227
596,OS 0007,1,504387,2017-11-07 13:57:27.45,NA,2017-11-07 13:57:27.45
597,RSG0255,1,504358,2017-11-07 13:57:27.673,NA,2017-11-07 13:57:27.673
598,LGP0153,1,504359,2017-11-07 13:57:27.89,NA,2017-11-07 13:57:27.89
599,RKF0097,1,504360,2017-11-07 13:57:28.11,NA,2017-11-07 13:57:28.11
600,TBS0071,1,504376,2017-11-07 13:57:28.35,NA,2017-11-07 13:57:28.35
601,TBS0072,1,504377,2017-11-07 13:57:28.573,NA,2017-11-07 13:57:28.573
602,GLF0050,1,504378,2017-11-07 13:57:28.797,NA,2017-11-07 13:57:28.797
603,KDS0263,1,504379,2017-11-07 13:57:29.013,NA,2017-11-07 13:57:29.013
604,JLN0023,1,504380,2017-11-07 13:57:29.233,NA,2017-11-07 13:57:29.233
605,JLN0024,1,504381,2017-11-07 13:57:29.453,NA,2017-11-07 13:57:29.453
606,JLN0025,1,504382,2017-11-07 13:57:29.68,NA,2017-11-07 13:57:29.68
