Specimen,TH,JAR,JAR_PrevStorage,INVENTORIED,INVENTORY_DATE,CAVIAL,CALTEETH,DECALTEETH,DEVIALS,SECTIONS,VIALSTORE,SLIDESTORE,IMAGE,CurateDate,EditDate,EditUser,RecordCreationDate
RDF0004,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0005,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0006,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0007,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0008,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0009,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0010,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0011,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0012,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0013,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0014,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0015,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0016,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0017,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0018,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0019,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0020,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0021,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0022,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0030,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0031,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0032,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0033,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0034,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0035,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0036,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0037,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0038,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0039,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0040,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0041,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0042,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0043,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0044,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0045,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0046,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0047,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0048,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0049,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0050,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0052,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0053,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0054,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0055,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0056,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0057,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0058,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0059,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0060,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0061,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0062,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0063,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0064,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0065,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0066,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0067,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0068,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0069,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0070,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0071,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0072,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0073,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0074,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0075,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0076,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0077,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0078,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0079,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0080,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0081,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0082,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0083,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0084,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0085,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0086,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0087,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0088,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0089,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0090,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0091,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0092,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0093,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0094,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0095,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0096,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0097,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0098,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0099,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0100,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0101,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0102,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0103,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0104,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0105,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0106,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0107,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0108,6064,270,NA,NA,NA,NA,NA,1,1,Y,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0109,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0110,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0111,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0112,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0113,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0114,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0115,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0116,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0117,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0118,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0119,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0120,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0121,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0122,16,291,NA,NA,NA,1,1,NA,NA,NA,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0123,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0124,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0125,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0126,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0127,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0128,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0129,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0130,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0131,14,291,NA,NA,NA,1,1,NA,NA,NA,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0132,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0133,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0134,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0135,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0137,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0138,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0139,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0140,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0141,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0142,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0143,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0144,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0145,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0146,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0147,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0148,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0149,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0150,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0151,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0152,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0153,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0154,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0155,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0156,6872,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0157,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0158,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0159,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0160,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0161,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0162,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0163,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0164,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0165,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0166,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0167,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0168,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0169,6065,291,NA,NA,NA,NA,NA,1,1,Y,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0170,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0171,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0172,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0173,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0174,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0175,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0176,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0177,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0178,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0179,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0180,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0181,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0182,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0183,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0184,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
RDF0185,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
