Specimen,TH,JAR,JAR_PrevStorage,INVENTORIED,INVENTORY_DATE,CAVIAL,CALTEETH,DECALTEETH,DEVIALS,SECTIONS,VIALSTORE,SLIDESTORE,IMAGE,CurateDate,EditDate,EditUser,RecordCreationDate
0674001,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674002,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674003,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674004,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674005,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674006,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674007,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674009,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674010,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674011,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674012,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674013,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0674015,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684001,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684002,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684003,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684004,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684005,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0684015,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
07-002-DE,6718,NA,NA,NA,NA,0,0,0,0,N,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0705008,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
0795007,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
2017042501,15864,0,NA,Y,2020-01-02,1,1,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:14.787,Kerri.Danil,2019-12-30 15:52:57.82
2017042504,15865,0,NA,Y,2020-01-02,1,3,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:18.957,Kerri.Danil,2019-12-30 15:44:41.623
2017042505,15866,0,NA,Y,2020-01-02,1,2,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:24.933,Kerri.Danil,2019-12-30 15:52:35.81
2017042506,15867,0,NA,Y,2020-01-02,1,2,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:30.133,Kerri.Danil,2019-12-30 15:52:25.48
2017042601,15868,0,NA,Y,2020-01-02,1,3,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:34.503,Kerri.Danil,2019-12-30 15:52:11.833
2017042608,15869,0,NA,Y,2020-01-02,1,1,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:38.933,Kerri.Danil,2019-12-30 15:55:13.62
2017042609,15870,0,NA,Y,2020-01-02,1,2,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:41.757,Kerri.Danil,2019-12-30 15:57:08.927
2017042701,15871,0,NA,Y,2020-01-02,1,3,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:44.023,Kerri.Danil,2019-12-30 15:59:46.737
2017042713,15872,0,NA,Y,2020-01-02,1,2,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:49.623,Kerri.Danil,2019-12-30 16:01:54.14
2017042714,15873,0,NA,Y,2020-01-02,1,2,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:52.55,Kerri.Danil,2019-12-30 16:03:17.207
2017042717,15874,0,NA,Y,2020-01-02,1,3,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:54.767,Kerri.Danil,2019-12-30 16:07:33.007
2018101601,15875,0,NA,Y,2020-01-02,1,4,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:02:58.547,Kerri.Danil,2019-12-31 08:24:21.26
2018101701,15876,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:00.92,Kerri.Danil,2019-12-31 08:31:42.483
2018101703,15877,0,NA,Y,2020-01-02,1,4,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:02.997,Kerri.Danil,2019-12-31 08:39:37.84
2018101712,15878,0,NA,Y,2020-01-02,1,6,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:05.177,Kerri.Danil,2019-12-31 08:45:14.06
2018101714,15879,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:07.113,Kerri.Danil,2019-12-31 08:55:50.457
2018101716,15880,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:12.743,Kerri.Danil,2020-01-02 11:56:35.85
2019052401,15881,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:14.927,Kerri.Danil,2019-12-31 09:14:44.69
2019052501,15882,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:17.723,Kerri.Danil,2019-12-31 11:39:54.377
2019052604,15883,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:20.823,Kerri.Danil,2019-12-31 09:36:38.97
2019052608,15884,0,NA,Y,2020-01-02,1,5,NA,NA,NA,Stranding Lab,NA,NA,NA,2020-01-02 12:03:24.21,Kerri.Danil,2019-12-31 09:39:05.51
30N-1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
994365/2022-047,15975,0,NA,Y,2022-12-07,1,1,NA,NA,NA,Stranding Lab,NA,NA,NA,2022-12-07 13:00:41.17,Kerri.Danil,2022-12-07 12:59:18.433
AAH0001,6731,NA,NA,NA,2015-11-03,2,0,0,NA,NA,NA,NA,Y,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ABC0003,8674,NA,NA,NA,NA,1,5,NA,NA,NA,C,Y,Y,NA,2017-11-20 10:15:23.283,Kerri.Danil,2017-09-21 14:08:38.7
ACB0001,120,369,NA,1,2005-07-20,1,1,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0001,1003,35,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0002,1004,31,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0003,1005,31,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0004,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0005,1006,31,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0006,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0007,1007,31,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0008,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0009,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0010,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0011,9465,76,NA,NA,NA,1,NA,NA,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0012,1008,35,NA,NA,2011-07-28,1,NA,4,2,D,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0013,13379,NA,NA,NA,NA,2,NA,NA,NA,NA,0,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0014,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0015,1009,31,NA,NA,NA,NA,NA,1,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0016,1010,31,NA,NA,NA,NA,NA,1,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0017,1011,31,NA,NA,NA,NA,NA,1,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ACM0018,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0002,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0004,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0005,9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0006,9033,NA,NA,NA,NA,1,NA,NA,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0007,1063,NA,NA,NA,NA,NA,NA,2,1,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0008,1043,NA,NA,NA,NA,1,5,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0037,1064,NA,NA,NA,NA,NA,NA,1,1,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0040,1053,35,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0056,1021,NA,NA,NA,NA,1,5,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0057,1054,NA,NA,NA,NA,1,5,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0058,1052,NA,NA,NA,NA,1,4,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0059,1024,NA,NA,NA,NA,1,6,1,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0060,1060,NA,NA,NA,NA,1,5,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0063,1050,NA,NA,NA,NA,1,1,2,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0064,1055,NA,NA,NA,NA,1,6,2,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0066,1044,NA,NA,NA,NA,1,6,2,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0071,1025,NA,NA,NA,NA,1,7,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0073,1042,NA,NA,NA,NA,1,2,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0074,1049,NA,NA,NA,NA,1,3,4,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0076,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0077,1033,NA,NA,NA,NA,1,5,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0080,1012,NA,NA,NA,NA,1,6,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0081,1014,NA,NA,NA,NA,1,4,NA,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0082,1020,NA,NA,NA,NA,1,6,1,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0083,1015,NA,NA,NA,NA,1,6,1,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0086,1017,NA,NA,NA,NA,1,6,2,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0087,1027,NA,NA,NA,NA,1,6,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0088,1018,NA,NA,NA,NA,1,7,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0089,1013,NA,NA,NA,NA,1,6,NA,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0090,1062,NA,NA,NA,NA,1,2,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0091,1016,NA,NA,NA,NA,1,8,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0093,1023,NA,NA,NA,NA,1,4,1,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0094,1029,NA,NA,NA,NA,1,2,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0108,1048,NA,NA,NA,NA,1,8,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0109,1061,NA,NA,NA,NA,1,6,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0110,1057,NA,NA,NA,NA,1,2,1,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0111,1051,NA,NA,NA,NA,1,1,NA,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0138,1045,NA,NA,NA,NA,1,4,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0139,1047,NA,NA,NA,NA,1,5,1,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0142,1046,NA,NA,NA,NA,1,2,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0143,6160,NA,NA,NA,2011-08-08,1,NA,NA,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0144,1065,NA,NA,NA,NA,1,6,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0163,1034,NA,NA,NA,NA,1,4,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0164,1056,NA,NA,NA,NA,1,7,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0168,1026,NA,NA,NA,NA,1,1,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0169,1031,NA,NA,NA,NA,1,4,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0171,1019,NA,NA,NA,NA,1,6,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0173,1022,NA,NA,NA,NA,1,7,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0176,1028,NA,NA,NA,NA,1,6,1,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0177,1035,NA,NA,NA,NA,1,5,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0179,1030,NA,NA,NA,NA,1,3,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0180,1040,NA,NA,NA,NA,1,5,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0181,1037,NA,NA,NA,NA,1,5,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0182,1041,NA,NA,NA,NA,1,8,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0183,1039,NA,NA,NA,NA,1,4,2,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0184,1032,NA,NA,NA,NA,1,2,2,NA,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0185,1058,35,NA,NA,NA,NA,NA,2,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0186,1059,35,NA,NA,NA,NA,NA,1,1,Y,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0195,1036,NA,NA,NA,NA,1,12,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADB0196,1038,NA,NA,NA,NA,1,5,NA,NA,N,C,Y,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0001,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0002,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0003,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0004,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0005,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0006,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0007,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0008,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0010,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0011,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0012,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0013,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0014,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0015,9032,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.203,Kerri.Danil,2017-09-21 14:08:38.7
ADO0016,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0017,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0018,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0019,9031,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.213,Kerri.Danil,2017-09-21 14:08:38.7
ADO0020,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0021,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0022,9030,227,NA,NA,NA,NA,NA,NA,NA,NA,C,Y,NA,NA,2017-11-29 15:49:36.223,Kerri.Danil,2017-09-21 14:08:38.7
ADO0023,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0024,NA,227,NA,NA,NA,NA,NA,NA,NA,N,C,Y,NA,NA,2017-11-29 15:49:38.087,Kerri.Danil,2017-09-21 14:08:38.7
ADO0025,9029,227,NA,NA,NA,NA,NA,NA,1,NA,C,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0026,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0027,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0028,9028,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.23,Kerri.Danil,2017-09-21 14:08:38.7
ADO0029,9027,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.24,Kerri.Danil,2017-09-21 14:08:38.7
ADO0030,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0031,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0032,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,C,Y,NA,NA,2017-11-29 15:49:38.08,Kerri.Danil,2017-09-21 14:08:38.7
ADO0033,9026,227,NA,NA,NA,NA,NA,NA,1,Y,C,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0034,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0035,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0036,9025,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.243,Kerri.Danil,2017-09-21 14:08:38.7
ADO0037,9024,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.25,Kerri.Danil,2017-09-21 14:08:38.7
ADO0038,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0039,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0040,9009,227,NA,NA,NA,NA,NA,NA,1,Y,C,Y,NA,NA,2017-11-29 15:49:36.277,Kerri.Danil,2017-09-21 14:08:38.7
ADO0041,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0042,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0043,9022,227,NA,NA,NA,NA,NA,NA,1,Y,C,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0044,9035,227,NA,NA,NA,NA,NA,NA,NA,NA,C,Y,NA,NA,2017-11-29 15:49:36.193,Kerri.Danil,2017-09-21 14:08:38.7
ADO0045,9020,227,NA,NA,NA,NA,NA,NA,1,Y,C,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
ADO0046,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-21 14:08:38.7,NA,2017-09-21 14:08:38.7
